Term,pval,fdr,nes,es,gene
GO_Molecular_Function_2023__GABA Receptor Activity (GO:0016917),0.03508771929824561,0.9999642550001755,1.5405859218460332,0.8255091414382454,GABRR3
GO_Biological_Process_2023__Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188),0.03540903540903541,0.935199840987628,1.4155888317454794,0.622547809785046,ADGRB1;GNAT1;CCR3;ADCY8;CALCB;GNAS;ADRA1D;ADGRG5
GO_Molecular_Function_2023__GABA-A Receptor Activity (GO:0004890),0.036334913112164295,0.9758852498007754,1.5383644437484352,0.8318769177995173,GABRR3
GO_Biological_Process_2023__Membrane Fission (GO:0090148),0.03656597774244833,0.9479362444568812,1.5323104891911514,0.8161892455339667,CHMP4C;EXOC2;EXOC7;CHMP7;EXOC4;CHMP6;EXOC8
GO_Biological_Process_2023__Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189),0.036601307189542485,1.0,1.4807887992775322,0.6660753696838498,ADGRB1;ADCY8;CALCB;GNAS;ADRA1D;ADGRG5
GO_Molecular_Function_2023__G Protein-Coupled Receptor Activity (GO:0004930),0.03666245259165613,0.9735489116387834,1.462184892569109,0.659156717601296,ADGRB1;CXCR6
GO_Biological_Process_2023__Negative Regulation Of Catabolic Process (GO:0009895),0.03731343283582089,0.90893138233463,1.507460078866058,0.7664393396965918,ADGRB1;AZIN1
GO_Biological_Process_2023__Regulation Of Translation (GO:0006417),0.03902439024390244,0.8866167050172508,-1.447095763700362,-0.4941664180820591,EIF1B;EIF4A2;EIF4G1;ELP6;CNOT10;FXR1;CSDE1;DHX36;CNOT1;FOXO3;EIF4G3
GO_Molecular_Function_2023__Monoatomic Ion Gated Channel Activity (GO:0022839),0.0391644908616188,0.939939867652009,-1.4924096863052516,-0.6891107965040415,ANO10;PIEZO1
GO_Biological_Process_2023__Positive Regulation Of T Cell Differentiation (GO:0045582),0.03968253968253968,1.0,-1.5447152570656075,-0.6955558193777075,ACTL6A;ARID1A;ARID1B;BRD7;FOXO3;BCL6
GO_Biological_Process_2023__Regulation Of Neurogenesis (GO:0050767),0.040100250626566414,1.0,-1.546519099981142,-0.7183710271395881,FXR1;CTNNB1;FAIM;BHLHE40;DYNLT1;DOCK7;CX3CL1
GO_Biological_Process_2023__Cytoplasmic Translational Initiation (GO:0002183),0.044386422976501305,0.8795008991439487,-1.492199544144495,-0.6768956380120743,EIF4A2;EIF4G1;EIF2B3;EIF3I
GO_Molecular_Function_2023__Sequence-Specific DNA Binding (GO:0043565),0.044662309368191724,0.9430520815222886,1.341629924927943,0.5563806670027136,BARX2;BHLHE22;FOXL2;ATF6B;E2F3;CEBPD;EOMES;GBX2;FOXE3;FOXH1;FOXQ1;DMRTA2;FOXF2;DLX2;FOXK2;CHCHD2;CENPB;ELK4;ARNT;CEBPB
GO_Biological_Process_2023__Regulation Of Metaphase/Anaphase Transition Of Cell Cycle (GO:1902099),0.04534005037783375,1.0,-1.5548528775271477,-0.7249900803342743,ACTL6A;ARID1A;ARID1B;BRD7
GO_Biological_Process_2023__Positive Regulation Of Protein Binding (GO:0032092),0.04559748427672956,0.9440985334303642,1.5106454170008952,0.7890109752052265,DERL1;FLOT1;APP;FKBP1A
GO_Molecular_Function_2023__Protease Binding (GO:0002020),0.04748982360922659,0.949271231529296,1.4398822625123286,0.6906085465478381,DERL1;FLOT1;BAG6;CSTB;CSTA;CST3
GO_Biological_Process_2023__Extracellular Structure Organization (GO:0043062),0.04792746113989637,0.9365113672116044,1.421584588390746,0.6596380573406263,COL22A1;COL14A1;ADAMTS9;APP;COL8A1
GO_Biological_Process_2023__External Encapsulating Structure Organization (GO:0045229),0.04792746113989637,0.9365113672116044,1.421584588390746,0.6596380573406263,COL22A1;COL14A1;ADAMTS9;APP;COL8A1
GO_Molecular_Function_2023__Hydro-Lyase Activity (GO:0016836),0.04817518248175182,0.9903487832551229,1.4714866959223925,0.7396678206204657,CDYL;CA2;CA13;GMDS;CA3;CBS;CA5BP1;CA5B;CA6;FH
GO_Biological_Process_2023__Regulation Of Angiogenesis (GO:0045765),0.04922279792746114,0.91200350682977,1.4128339784917276,0.6430463303444727,ADGRB1;AGO2;CCR3;CCR2
GO_Biological_Process_2023__Negative Regulation Of Protein Ubiquitination (GO:0031397),0.049586776859504134,0.9789169255291243,1.5107877981019848,0.814433191657956,ADGRB1
GO_Biological_Process_2023__ncRNA Processing (GO:0034470),0.05071315372424723,0.9957996738395958,1.47377189411704,0.7711251325360865,DCAF13;EXOSC4;FARS2;BYSL;RRP36
GO_Biological_Process_2023__Cytoskeleton-Dependent Cytokinesis (GO:0061640),0.051209103840682786,0.9894950557840212,1.4630095435500394,0.7393432366297256,CUL7;EXOC2;EFHC1;EXOC7;EXOC4;BIN3;EXOC8;CENPA;CFL1
GO_Biological_Process_2023__Regulation Of Double-Strand Break Repair (GO:2000779),0.051829268292682924,0.9485045783390309,-1.4317635235222503,-0.5858939914912472,ACTL6A;ATRIP;ARID1A;ATR;DMAP1;ARID1B;BRD7
GO_Biological_Process_2023__Regulation Of Protein Ubiquitination (GO:0031396),0.052039381153305204,0.9704847137076373,1.459866592019917,0.7150617511914656,DERL1;DAXX;FAM107A;ARRB1;FKBP1A;FOXF2;COMMD1
GO_Biological_Process_2023__Sensory Organ Development (GO:0007423),0.0529595015576324,1.0,1.477677065309259,0.7663531438131316,BHLHE22;CHD7;FOXE3
GO_Biological_Process_2023__Nucleosome Organization (GO:0034728),0.05457463884430177,1.0,1.4659960455747405,0.8229394328939066,CHRAC1;DAXX;BRD2
GO_Biological_Process_2023__Positive Regulation Of Multicellular Organismal Process (GO:0051240),0.054626532887402456,0.9427291400104473,1.343228351596121,0.5659246834211644,DECR1;AGO2;FABP5;CCR2;FLOT1;GCNT2;AGPAT1;FABP4;G0S2;EBF2;GNAS;ADIPOR1;ADRA1D
GO_Biological_Process_2023__Positive Regulation Of Protein Ubiquitination (GO:0031398),0.05499276410998553,0.9316540797735332,1.5018589360645025,0.7539029931127466,DERL1;FAM107A;FKBP1A;COMMD1
GO_Molecular_Function_2023__Postsynaptic Neurotransmitter Receptor Activity (GO:0098960),0.05518394648829431,1.0,1.4832377088143427,0.8001534596240188,CHRNA6;CHRNA2;CHRNA1
GO_Biological_Process_2023__Organonitrogen Compound Catabolic Process (GO:1901565),0.055800293685756244,0.9413835797966436,1.4385215444023334,0.7243782642995531,DENND3;GGACT
GO_Biological_Process_2023__Wnt Signaling Pathway (GO:0016055),0.05637982195845697,0.9512541709622374,-1.4512296486814893,-0.6101513690962619,DVL3;CTNNB1;DVL1;FZD6;CELSR2
GO_Biological_Process_2023__Regulation Of Organelle Assembly (GO:1902115),0.05789473684210526,0.9193896502224149,-1.4633010560290536,-0.66946501125708,ATG3;SPICE1;ATG5;EVI5;CYLD;EFNB1;EZR;EPHB2;CDKL5;ARHGEF9;CENPJ
GO_Biological_Process_2023__Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667),0.0581039755351682,0.9879776240531277,1.46591606516075,0.7491488239162709,ADGRB1;APP;DCDC2;BAIAP2
GO_Biological_Process_2023__Mitotic Cytokinesis (GO:0000281),0.05891016200294551,0.9586171888186256,1.4435020812780048,0.7475351008976103,CUL7;EXOC2;EFHC1;EXOC7;EXOC4;EXOC8;CENPA;CFL1;CNTROB
GO_Biological_Process_2023__Signal Transduction In Response To DNA Damage (GO:0042770),0.06230529595015576,0.9698835930724886,-1.4638080155329154,-0.6261498479749871,ATRIP;CASP9;CEP63;ATR;FBXO6;GADD45A;CLSPN
GO_Biological_Process_2023__Regulation Of Endothelial Cell Migration (GO:0010594),0.062409288824383166,0.9625561111271609,1.4405243966134436,0.6909941113335166,ADGRB1;ADAMTS9
GO_Biological_Process_2023__Cellular Response To Calcium Ion (GO:0071277),0.06332842415316642,0.9452513418010506,1.452528437653309,0.7345050143221327,CPNE4;CPNE3;ADCY8;CPNE1;GPLD1;CLU
GO_Biological_Process_2023__Epigenetic Regulation Of Gene Expression (GO:0040029),0.06784660766961652,0.9709197253388853,-1.3857298147218924,-0.6284691130439428,CGGBP1;CTCF;ARID1B;BRD7;GLMN;DIRAS3
GO_Biological_Process_2023__DNA Replication (GO:0006260),0.07051282051282051,0.9526084754990235,1.454149915286446,0.8142893884496809,CHRAC1
GO_Biological_Process_2023__Positive Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903322),0.07069219440353461,0.9647407567449123,1.4477439137616996,0.7399684114616983,DERL1;FAM107A;FKBP1A;COMMD1
GO_Molecular_Function_2023__RNA Polymerase II Cis-Regulatory Region Sequence-Specific DNA Binding (GO:0000978),0.07080610021786492,0.9891585796248425,1.303308161821974,0.547794883900453,BHLHE22;E2F5;FOXL2;ATF6B;E2F3;CEBPD;GLI4;EOMES;FOXP4;FOXE3;EBF2;FOXQ1;DMRTA2;FOXF2;DLX2;FOXK2;ELK4;DNMT3A;ARNT;EBF4;CEBPB
GO_Biological_Process_2023__Glycosphingolipid Metabolic Process (GO:0006687),0.07253886010362694,0.9304948606534056,-1.421568320782622,-0.6414345778372266,GLB1;B3GALNT1;CPTP;GM2A;FUT9;ENPP7;GLTP
GO_Biological_Process_2023__Metaphase Plate Congression (GO:0051310),0.07313432835820896,0.9668534572042109,1.4549651209283865,0.7239234025529854,GEM;CHMP4C;CENPQ;CHMP7;CHMP6
GO_Biological_Process_2023__Skeletal System Development (GO:0001501),0.07378129117259552,0.9623099056625976,1.382223779177719,0.6459972692163127,EXT1;CHD7;COL11A2;FGFR1;GNAS;CHI3L1;DEAF1;CHRD;EVC;COL18A1;BMP6
GO_Biological_Process_2023__Negative Regulation Of Hydrolase Activity (GO:0051346),0.07453416149068323,1.0,1.487207011717338,0.7785649396139387,ARFGEF1;GNAT1;CSTB;CSTA;CST3
GO_Molecular_Function_2023__Monoatomic Cation Channel Activity (GO:0005261),0.07520891364902507,0.9415030052800727,-1.4016602255478805,-0.6147946448560434,ANO10;PIEZO1;CACNA1D
GO_Molecular_Function_2023__Double-Stranded DNA Binding (GO:0003690),0.0753045404208195,0.9664849870512641,1.300394746009321,0.546158827670442,BARX2;BHLHE22;FOXL2;ATF6B;E2F3;CEBPD;EOMES;GBX2
GO_Biological_Process_2023__Negative Regulation Of Angiogenesis (GO:0016525),0.0754985754985755,0.9393682843288421,1.4320480663650614,0.7156833736449062,ADGRB1;CCR2;ADAMTS9
"GO_Biological_Process_2023__Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:0000288)",0.07692307692307693,0.9129833071370759,-1.4497648664940066,-0.6550033927465155,CNOT10;EXOSC7;DCP1A
GO_Biological_Process_2023__Regulation Of Cytosolic Calcium Ion Concentration (GO:0051480),0.0770440251572327,0.9826050006004929,1.455684686637698,0.7754694458879002,CALB1;CALCB;ATP2B2;CAV3;ATP2B3;ATP2B4;FKBP1B
GO_Biological_Process_2023__Defense Response To Bacterium (GO:0042742),0.0784313725490196,0.9765849292543193,1.3838102155590608,0.6602320092600092,ADGRB1
GO_Biological_Process_2023__T Cell Receptor Signaling Pathway (GO:0050852),0.07920792079207921,0.9016204989946119,-1.3480234232799466,-0.5398222630496998,EIF2B5;EIF2B3;ERMAP;FYN;BCL10
"GO_Molecular_Function_2023__DNA-binding Transcription Activator Activity, RNA Polymerase II-specific (GO:0001228)",0.07934508816120907,0.9734408071028253,1.331648110934153,0.6027229348381923,BARX2;ATF6B;E2F3;CDC5L;FOXH1;FOXF2;FOXK2;ELK4
GO_Biological_Process_2023__Canonical Wnt Signaling Pathway (GO:0060070),0.08033240997229917,0.9555256608224613,-1.4114291766418063,-0.6072842739135749,DVL3;CTNNB1;DVL1;FZD6
GO_Biological_Process_2023__Fatty Acid Metabolic Process (GO:0006631),0.08035714285714286,0.8190336180515996,-1.2646196886352672,-0.43949236754178045,ACAA1;ACAD9;CPT2;ACOX2;ACSF3;ABCD3;ACADM;FAAH;ADIPOQ
GO_Biological_Process_2023__Macromolecule Biosynthetic Process (GO:0009059),0.08076358296622614,0.9432413627370664,1.433758529530282,0.7228115383583141,EXT1;AGO2;COPS5;ABCF1
GO_Biological_Process_2023__Positive Regulation Of Binding (GO:0051099),0.08088235294117647,0.9290634377266298,1.4144774836467786,0.7074828469925087,DERL1;FLOT1;APP;GMNN;FKBP1A
GO_Biological_Process_2023__Positive Regulation Of Transport (GO:0051050),0.08095238095238096,0.9242738813805161,1.413060853684259,0.7202136856076796,FLOT1;BAK1;ANXA1;CD151;GPLD1;CHRM1;CEBPB;BOK;CBLL1
GO_Biological_Process_2023__Positive Regulation Of Vasculature Development (GO:1904018),0.08096590909090909,0.9512034655903303,1.405166086153246,0.687588854333816,AGO2;CCR3;EMILIN1;CHI3L1;CD40;ANGPT4;EMP2;ADM2;ECM1;GATA2;CDH5
GO_Biological_Process_2023__Positive Regulation Of Wound Healing (GO:0090303),0.0819935691318328,0.9458494541386256,1.426681065119365,0.756108818445085,ARFGEF1;CLDN1;ANXA1;EMILIN1
GO_Biological_Process_2023__Regulation Of Protein Binding (GO:0043393),0.08228730822873083,1.0,1.3913027331110237,0.6746515883535167,DERL1;CAMK1;FLOT1;APP;CFHR1;FKBP1A
GO_Biological_Process_2023__Cellular Response To Oxygen-Containing Compound (GO:1901701),0.0839080459770115,0.9990596315430799,1.3163070452233157,0.5686976509668703,NUGGC;CPNE4;CPNE3;CCR5;CD86;ADCY8;CD80;CRYGD;CAPN2;CPNE1;CD68;CYP11B1;GPLD1;ADAM9;ATP2B4;ABL2;CLU
GO_Biological_Process_2023__Carbohydrate Biosynthetic Process (GO:0016051),0.08427876823338736,0.9547864074760914,1.4233537588734635,0.7786935745239769,EXT1;B3GALT4;EXT2;B3GALT5
GO_Biological_Process_2023__Regulation Of Lamellipodium Assembly (GO:0010591),0.08439897698209718,0.8784962680692023,-1.4842495769335549,-0.6906964439195493,BRK1;CDC42;CAPZB;EPHA2;AKIRIN1
GO_Biological_Process_2023__Mitotic Metaphase Plate Congression (GO:0007080),0.08484848484848485,0.9980629664740102,1.3901721637321132,0.710803091541582,RMDN1;CHMP4C;CHMP7;CHMP6
GO_Biological_Process_2023__Positive Regulation Of Angiogenesis (GO:0045766),0.08534850640113797,0.9624105189780877,1.3769706216688218,0.6705608972030537,AGO2;CCR3;EMILIN1;CHI3L1;CD40;ANGPT4;EMP2;ADM2;ECM1;GATA2;CDH5
GO_Biological_Process_2023__Aerobic Electron Transport Chain (GO:0019646),0.08566978193146417,0.926431898365701,1.4208558615991986,0.778559699746413,CYC1;COX6C
GO_Biological_Process_2023__Mitochondrial ATP Synthesis Coupled Electron Transport (GO:0042775),0.08682170542635659,0.9215046854150953,1.4194797308233398,0.7729963067875701,CYC1;COX6C
GO_Biological_Process_2023__Extrinsic Apoptotic Signaling Pathway (GO:0097191),0.08946608946608947,1.0,1.3936970298126345,0.69636270472177,DAXX;BAK1;G0S2;BCL2L1;DEDD;FADD;BOK;BAD;GABARAP
GO_Biological_Process_2023__Positive Regulation Of DNA Repair (GO:0045739),0.08996539792387544,0.9472627778010764,-1.368518809713454,-0.5427941750523757,ACTR8;ACTL6A;ARID1A;ARID1B;EYA3;BRD7
GO_Biological_Process_2023__rRNA Metabolic Process (GO:0016072),0.0907715582450832,0.970194136837326,1.3828996855195672,0.7154071616806112,DCAF13;EXOSC4;BYSL;RRP36
GO_Molecular_Function_2023__Acetylcholine Receptor Activity (GO:0015464),0.09193548387096774,0.9680274724647171,1.4448481376097555,0.7617312293886875,CHRNA6;CHRNA2;CHRNA1;CHRM1
GO_Biological_Process_2023__Protein Catabolic Process (GO:0030163),0.09203296703296704,0.9685133705583976,1.3706305105105367,0.6564242489633472,DENND3;BAG6;DDB1;CAPN2;CTSF;CTSK;DTX4
GO_Biological_Process_2023__Autophagosome Assembly (GO:0000045),0.09382716049382717,0.9576210525058899,-1.3769895504995462,-0.6076554142412919,ATG7;ATG3;ATG5;GABARAPL2
GO_Biological_Process_2023__Protein Targeting (GO:0006605),0.0943952802359882,0.8914653509365593,-1.3544929132755281,-0.5677483238330681,DNAJC19;ATG3;AP4B1;ARL6;EDEM1;GOLGA7
GO_Biological_Process_2023__Energy Derivation By Oxidation Of Organic Compounds (GO:0015980),0.09451219512195122,0.977369676548853,1.389269758573667,0.719421628770181,CYC1;COX6C
GO_Biological_Process_2023__Macromolecule Catabolic Process (GO:0009057),0.0945945945945946,0.9511699925101368,1.4282022555432392,0.7238655330819378,DENND3;EXOSC4
GO_Molecular_Function_2023__Single-Stranded DNA Binding (GO:0003697),0.09562841530054644,0.9138590457942632,-1.3547932696653613,-0.5860848324212095,HMCES;DHX36;MMS22L;FUBP1
GO_Biological_Process_2023__Regulation Of Anatomical Structure Morphogenesis (GO:0022603),0.09570957095709572,0.9067410935026836,-1.342820449518431,-0.5134184001860722,STRIP1;CAPZB;CTNNB1;DAG1;EPHA2;BCL6;CLASP2
GO_Biological_Process_2023__Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193),0.09597523219814241,0.9526065187564422,-1.405906142453002,-0.6118823447110071,GNAI2;GNAI3;AKAP12;ADCY5;CORT;GABBR1
GO_Biological_Process_2023__Nervous System Development (GO:0007399),0.09598214285714286,0.9601813996799206,1.277969642011257,0.5416138935435099,ADGRB1;FGF12;CHD7;ALDH5A1;CSPG5;GBX2;GFRA2;APP;B3GNT5
GO_Molecular_Function_2023__Chloride Channel Activity (GO:0005254),0.0996309963099631,0.827388373026489,-1.2687498083241062,-0.4712752751088084,ANO10;CLCN2;CLCN6;CLCC1;CLCNKB;CLCN5;CLIC2;CLCNKA;CLIC4;CLCA2;ANO5
GO_Molecular_Function_2023__Ferrous Iron Binding (GO:0008198),0.10101010101010101,0.9701638900475401,-1.3916044599832067,-0.6583430978591581,DPH3;FTO
GO_Biological_Process_2023__Extracellular Matrix Organization (GO:0030198),0.10123456790123457,0.9925847361556273,1.3056254977996062,0.5781000026020198,COL22A1;COL14A1;ADAMTS9;FLOT1;COL11A2;APP;COL8A1;EXOC8;COL18A1;CTSK
GO_Biological_Process_2023__Regulation Of Smooth Muscle Cell Proliferation (GO:0048660),0.1016949152542373,0.970610613351528,-1.3694760198929068,-0.6481793629067643,CTNNB1;FOXP1;EDN1;CX3CL1
GO_Biological_Process_2023__Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181),0.10222222222222223,0.9853984645533523,1.390037890088096,0.7056969427406432,ADGRB1;CCR2
GO_Biological_Process_2023__Learning (GO:0007612),0.10386473429951691,0.9429713461745637,-1.3850260410490656,-0.6711080426035518,ATXN1L;FYN;EPHB2;ATXN1;FGF13
GO_Biological_Process_2023__Cell-Matrix Adhesion (GO:0007160),0.10441176470588236,0.9704832471732348,1.377554579915791,0.6658511779746069,CD96;ADAMTS9;DDR1;EMILIN1;ADAM9;ACTN3;EMP2;CTTN;COL3A1;ARHGEF7;ADAMTS13;FERMT3;FERMT1;ADAM15;BCR;FGB
