Term,pval,fdr,nes,es,gene
GO_Molecular_Function_2023__Serine-Type Endopeptidase Inhibitor Activity (GO:0004867),0.002004008016032064,0.38937418307161503,1.6827234485342064,0.8317511356146,SERPINB3;SERPINB4;SLPI;SPOCK1
GO_Biological_Process_2023__Positive Regulation Of Notch Signaling Pathway (GO:0045747),0.0020100502512562816,0.4478522248432931,1.7495174865689984,0.8841349232204534,WNT1
GO_Biological_Process_2023__Regulation Of Peptidase Activity (GO:0052547),0.002014098690835851,0.3921253235713694,1.74693941767531,0.8780877606288942,SERPINB3;SERPINB4
GO_Biological_Process_2023__Cellular Response To Acid Chemical (GO:0071229),0.002014098690835851,0.35498375612660066,1.7033868936813685,0.8613138025975839,GLRA1;CPEB4
GO_Biological_Process_2023__Mucosal Immune Response (GO:0002385),0.002053388090349076,0.3621110689866049,1.698683670947607,0.8734952873691454,DEFA4;PLA2G1B
GO_Biological_Process_2023__Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188),0.003,0.7340312618600698,1.3702331253830542,0.6553255082265776,ADGRG7;GPR4;INSL3;GNAO1;GNAT3;GNAI1;PTHLH;MC1R;MC3R;ADRA1B;GNAS;GPR37;ADGRG1;GABBR2;ADGRB1;GLP2R;ADGRE2;ADGRE4P;ADM5;PTGER1;RIMS2;GCG;CHRM2;GNA12;ADGRF1;OXER1;DRD1;ADGRL1;AKAP12
GO_Biological_Process_2023__Response To Alcohol (GO:0097305),0.0030272452068617556,0.3419967483255198,1.745878134525456,0.8717900684725315,GLRA1;GRIN2A
GO_Biological_Process_2023__Positive Regulation Of Embryonic Development (GO:0040019),0.003115264797507788,0.4224821330703167,1.7474999676568883,0.915282566381346,WNT1;RBM19;NLRP5
GO_Biological_Process_2023__Cellular Response To Organonitrogen Compound (GO:0071417),0.004,0.6081847753872661,1.469613734360218,0.7170853744532166,GLRA1;CFTR;GABRB2;CPEB4;RAP1B;P2RY11;LARP1;CTNNA1;SSH1;LAMTOR3;SLC38A9;AOC1;GOLPH3;CLU;HSP90B1;SLC26A3;RAPGEF3
GO_Biological_Process_2023__Cellular Response To Alcohol (GO:0097306),0.004,0.4005346583178976,1.59362855276357,0.787450418321171,GLRA1;CFTR;SCNN1G;SPHK2;GNAI1;LARP1;CTNNA1
GO_Biological_Process_2023__Chemical Synaptic Transmission (GO:0007268),0.004,0.793619090670336,1.31499049659462,0.6312596703447183,GLRA1;CHRNA9;GABRB2;HAPLN4;GRIA1;PENK;GABRA3;UNC13A;GRIN2A;HTR5A;CHRNB3;SLC6A2;LIN7A;PLP1;PPFIA3;PCDHB14;HTR1A;CACNA1E;SYT1;ERC1;CACNA1A;HRH2;NPTX2;PCDHB16;GABRA1;GIPC1;HTR4;PCDHB10;PCDHB13;PCDHB11;APBA3;SYN1;PDYN;GABRG1;FCHSD1;NAPA;SLC1A3;GABBR2;GABRR1;CDK5;LRP6;SLC17A8;HRH3;PCDHB5;PCDHB6;SYPL1;EXOC4;STAC3
GO_Biological_Process_2023__Negative Regulation Of BMP Signaling Pathway (GO:0030514),0.004004004004004004,0.33363831151566337,1.6564238214166156,0.8228298514839635,WNT1;LEMD3
GO_Biological_Process_2023__Regulation Of Cell-Cell Adhesion (GO:0022407),0.004008016032064128,0.3357301952655303,1.6533702706899598,0.8187468633162209,WNT1;MEGF10
GO_Biological_Process_2023__Regulation Of Fibroblast Proliferation (GO:0048145),0.004008016032064128,0.3413522254120874,1.6564473292627202,0.8206701682932118,WNT1;PLA2G1B;AMH;CDK4;B4GALT7;PEX2;IGF1;WNT2
GO_Biological_Process_2023__Negative Regulation Of Fat Cell Differentiation (GO:0045599),0.004016064257028112,0.35701500318540563,1.667132080230505,0.836494611653662,WNT1;WNT10B
GO_Biological_Process_2023__Regulation Of Lamellipodium Assembly (GO:0010591),0.004016064257028112,0.38559247350006365,1.6710931104917892,0.8333876592239762,WNT1;AVIL;TWF1;PIK3R1
GO_Biological_Process_2023__Positive Regulation Of Fibroblast Proliferation (GO:0048146),0.004024144869215292,0.4841412639270504,1.7509213989240684,0.8775460755386854,WNT1;PLA2G1B;AMH;CDK4
GO_Biological_Process_2023__Cellular Response To Amino Acid Stimulus (GO:0071230),0.004024144869215292,0.346223207330353,1.6573283093483235,0.8307780690497935,GLRA1;CPEB4
GO_Molecular_Function_2023__Ligand-Gated Monoatomic Anion Channel Activity (GO:0099095),0.0041279669762641896,0.36302511402989485,1.7047791711706108,0.8819838929405571,GLRA1;GABRB2;GABRA3
GO_Biological_Process_2023__Regulation Of Endopeptidase Activity (GO:0052548),0.005,0.39784143615987333,1.607618331701655,0.7819380926849203,SERPINB3;SERPINB4;SPOCK1
GO_Biological_Process_2023__Bone Development (GO:0060348),0.005,0.38288648253557117,1.623903551600507,0.8059928584849388,WNT1;MMP13;VKORC1;RANBP3L;SBDS;SLC10A7;GNAS
GO_Biological_Process_2023__Regulation Of Proteolysis (GO:0030162),0.005,0.48602892831318,1.5519850986233408,0.7611201837318597,SERPINB3;SERPINB4
GO_Biological_Process_2023__Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189),0.005,0.6136659722140982,1.4656265078172726,0.7062282146907963,ADGRG7;GPR4
GO_Biological_Process_2023__Negative Regulation Of Hydrolase Activity (GO:0051346),0.005005005005005005,0.35296424890183625,1.6579168661057821,0.821346892037311,SERPINB3;SERPINB4;NOS1;CAMK2A;URI1
GO_Biological_Process_2023__Regulation Of Cell-Substrate Adhesion (GO:0010810),0.00501002004008016,0.39612660238332215,1.6714174908972461,0.8268841102662549,WNT1;SPOCK1;VIT;PKP2
GO_Biological_Process_2023__Regulation Of Postsynaptic Membrane Potential (GO:0060078),0.00501002004008016,0.34577018209023846,1.6652072667669011,0.8196274620891641,GLRA1;GABRA3;GRIN2A;GSK3A;GABRA1
GO_Biological_Process_2023__Positive Regulation Of Endopeptidase Activity (GO:0010950),0.0050200803212851405,0.38572042451052524,1.7262899345218639,0.8529117263435383,SERPINB3;SEMG1
GO_Biological_Process_2023__Response To Amino Acid (GO:0043200),0.005035246727089627,0.3534143869313289,1.6655948992387677,0.837596764933131,GLRA1;CPEB4
GO_Biological_Process_2023__Male Meiosis I (GO:0007141),0.00513347022587269,0.3731152953817757,1.7059640492392854,0.8756523493205697,RPL10L;DDX4
GO_Molecular_Function_2023__Acetylcholine-Gated Monoatomic Cation-Selective Channel Activity (GO:0022848),0.005159958720330237,0.36397646703413533,1.746672388074788,0.9132315678127649,CHRNA9;CHRNB3
GO_Molecular_Function_2023__Protease Binding (GO:0002020),0.006,0.6523854940833402,1.4432900061297282,0.69719668226945,SERPINB3;SERPINB4;CD70;MAGEA3;COL1A1;DERL1;INSL3;LONP2;CST3;RNF139;RAD23A;AMFR;SART3;SLC2A13;NLRP7;SPATA2;THAP5
GO_Biological_Process_2023__Inorganic Anion Transport (GO:0015698),0.006,0.44369001305433076,1.5720882989277303,0.7726330501231018,GLRA1;SLC13A1;SLC26A2;SLC5A8;SLC34A2;ANO4;SLC13A4
GO_Biological_Process_2023__Antibacterial Humoral Response (GO:0019731),0.006018054162487462,0.3517972831818093,1.6607049665702132,0.8237882158244613,DEFA4;SLPI;SEMG1;PLA2G1B;JCHAIN;WFDC12;WFDC5
GO_Molecular_Function_2023__Amino Acid Binding (GO:0016597),0.006036217303822937,0.404461622078602,1.6724518440187002,0.8355458905375813,GLRA1;NOS1
GO_Biological_Process_2023__Response To Zinc Ion (GO:0010043),0.006066734074823054,0.3458074900511891,1.6473737661790857,0.8344551018529803,GLRA1;MT1F;PAM
GO_Molecular_Function_2023__Fibroblast Growth Factor Receptor Binding (GO:0005104),0.006085192697768763,0.36669035470785677,1.6702750667953563,0.8707325714373602,FGF17;FGF21;FGF18;FGF10
GO_Biological_Process_2023__Chloride Transmembrane Transport (GO:1902476),0.007,0.4864243476594645,1.5499904259488575,0.7668726745460409,GLRA1;CFTR;GABRB2;GABRA3
GO_Biological_Process_2023__Negative Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090101),0.007,0.6446538155034918,1.435188560370877,0.6923880446815956,WNT1;LEMD3;IGSF1;DKK1;MAGI2;CER1;SAP30L;EID2;SUDS3;ING2;PIN1;SF3B3;UBE2D3;SPRED3;GDF3;BMPER
GO_Biological_Process_2023__Inorganic Anion Transmembrane Transport (GO:0098661),0.007,0.5252315348364043,1.5082749788210708,0.7388146631449887,GLRA1;CFTR;GABRB2;GABRA3;SLC26A2;SLC5A8;GABRA1;ANO4;SLC12A9;SLC37A3;SLC25A3;GABRG1;SLC1A3
GO_Molecular_Function_2023__Transmitter-Gated Monoatomic Ion Channel Activity Involved In Regulation Of Postsynaptic Membrane Potential (GO:1904315),0.007028112449799197,0.35806730055245845,1.6698656973702732,0.8278735493960243,CHRNA9;GRIA1;GRIN2A;CHRNB3
GO_Biological_Process_2023__Meiosis I (GO:0007127),0.007049345417925478,0.3606000965681053,1.637969276184878,0.8205045209671781,RPL10L;DDX4
GO_Biological_Process_2023__Ribosomal Large Subunit Assembly (GO:0000027),0.007142857142857143,0.37428004801431813,1.671049424750176,0.8609729200848485,RPL10L
GO_Biological_Process_2023__Negative Regulation Of Cell Communication (GO:0010648),0.0071794871794871795,0.36811765069965285,1.725637749778509,0.8752944968636576,GLRA1;BRAP
GO_Biological_Process_2023__Response To Ethanol (GO:0045471),0.007216494845360825,0.32249498885185224,1.7453636436774997,0.8917773032789413,GLRA1;GRIN2A
GO_Molecular_Function_2023__Basic Amino Acid Transmembrane Transporter Activity (GO:0015174),0.007238883143743537,0.4693977917508633,1.5606496990077916,0.8170098448870113,SLC7A3;SLC25A2;SLC7A6;SLC38A9
GO_Molecular_Function_2023__Chloride Channel Activity (GO:0005254),0.008,0.4781150369592024,1.5561885092831866,0.7628160999300366,GLRA1;CFTR;GABRB2;GABRA3
GO_Biological_Process_2023__Regulation Of BMP Signaling Pathway (GO:0030510),0.008,0.5020296675896314,1.5366706545356057,0.7579521423483347,WNT1;ZNF423;LEMD3
GO_Biological_Process_2023__Regulation Of Cellular Senescence (GO:2000772),0.008040201005025126,0.3866484445114409,1.6179734630691995,0.8005141696831173,WNT1;AMH
GO_Biological_Process_2023__Positive Regulation Of Reproductive Process (GO:2000243),0.008072653884964682,0.38193126868569854,1.6173192947653336,0.8058328483692455,GLRA1
GO_Biological_Process_2023__Negative Regulation Of Catalytic Activity (GO:0043086),0.00808080808080808,0.36232730288272685,1.635024064524488,0.832363371420234,SERPINB3;NOS1;CAMK2A;PPP1R12A
GO_Biological_Process_2023__Negative Regulation Of Cellular Senescence (GO:2000773),0.008264462809917356,0.363177800314526,1.6953635937965532,0.8835227038328536,WNT1;AMH
GO_Biological_Process_2023__Regulation Of Notch Signaling Pathway (GO:0008593),0.009,0.5956908827896569,1.48739885433741,0.7329857638524675,WNT1
GO_Biological_Process_2023__Monoatomic Anion Transmembrane Transport (GO:0098656),0.009,0.5064664317159248,1.529915510046954,0.7546943078278704,GLRA1;CFTR;GABRB2;GABRA3
GO_Biological_Process_2023__Negative Regulation Of MAP Kinase Activity (GO:0043407),0.009,0.5220947118210899,1.5169480111247948,0.746607069880863,SERPINB3
GO_Biological_Process_2023__Negative Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090288),0.009,0.5108330373227135,1.5305449546159773,0.7537497886064077,WNT1;SHISA2;LEMD3;PDCD6
GO_Biological_Process_2023__Negative Regulation Of Cellular Metabolic Process (GO:0031324),0.009,0.40221780533507173,1.6084859392539612,0.7907549306122684,WNT1;AMH;CIDEC;SIRT2;BCKDK;PAX2;NUPR1;FZR1
GO_Molecular_Function_2023__Cysteine-Type Endopeptidase Inhibitor Activity (GO:0004869),0.009146341463414634,0.3954833562260847,1.6017978286761134,0.8213816631414073,SERPINB3;SPOCK1
GO_Biological_Process_2023__Positive Regulation Of Peptidase Activity (GO:0010952),0.010090817356205853,0.46725381230922847,1.5631806385113094,0.7749460572708711,SERPINB3
GO_Biological_Process_2023__Negative Regulation Of Calcium Ion Transport (GO:0051926),0.010362694300518135,0.3884543488619707,1.6061900079641074,0.8464487090787882,SEMG1;NOS1
GO_Biological_Process_2023__Neuron Differentiation (GO:0030182),0.011,0.7683654203986567,1.3567684476944097,0.656797051024861,WNT1;WNT5B;WNT16;WNT10B;NEUROD4;FOXN4;OTP;SPOCK1;USH2A;LMX1B;EMX2;EMX1;PTF1A;WNT2
GO_Biological_Process_2023__Neuropeptide Signaling Pathway (GO:0007218),0.012,0.5257988997491957,1.5097118372435334,0.7410458492650907,GLRA1;PENK;NPBWR2;GPR149;NMUR2;GPR84;PDYN;NPSR1;GPR37;RXFP3
GO_Molecular_Function_2023__Chloride Transmembrane Transporter Activity (GO:0015108),0.012,0.5061076983767261,1.5391270386485263,0.7592691729962426,GLRA1;CFTR;GABRB2;SLC26A2
GO_Molecular_Function_2023__Monoatomic Anion Channel Activity (GO:0005253),0.012012012012012012,0.42825038528390097,1.5830250533187629,0.7790110310667775,GLRA1;CFTR;GABRB2
GO_Molecular_Function_2023__Excitatory Extracellular Ligand-Gated Monoatomic Ion Channel Activity (GO:0005231),0.012084592145015106,0.3707366695583856,1.6299410023017518,0.8253025460619896,CHRNA9;CHRNB3
GO_Biological_Process_2023__Generation Of Neurons (GO:0048699),0.013,0.7869062043811649,1.322658258044737,0.6400198211794327,WNT1;WNT5B;WNT16;WNT10B;OTP;SPOCK1;MAP1B;TRIM46;LMX1B;EMX2;EMX1;WNT2;RAC1
GO_Biological_Process_2023__Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide (GO:0061844),0.013,0.6237581851805913,1.4523526396247288,0.7061465109062953,DEFA4;SEMG1;PGLYRP1;PLA2G1B
GO_Biological_Process_2023__Signal Transduction In Response To DNA Damage (GO:0042770),0.014,0.5108614867723882,1.5397064552893962,0.7590641922811985,WNT1;ERCC4;RAD17;RHNO1;HUS1;E2F7;TRIAP1
GO_Biological_Process_2023__Skeletal System Development (GO:0001501),0.014,0.7665873076640728,1.3563080267084422,0.6617546153702389,WNT1;PAX1;SPEF2;COL1A1;TCOF1;GDF10;VKORC1;PTHLH;LECT2;IGF1;LAMA5;SLC10A7;COL10A1;GNAS;GDF3;TRPS1;DDRGK1;WWOX;ATP7A;DLL3;RAB33B;MMP14
GO_Biological_Process_2023__Positive Regulation Of Epithelial To Mesenchymal Transition (GO:0010718),0.014,0.5067963159478576,1.5371864560255002,0.7567702440565925,SERPINB3;COL1A1
GO_Biological_Process_2023__Positive Regulation Of Stem Cell Population Maintenance (GO:1902459),0.014014014014014014,0.5263235600056886,1.5111767885123235,0.7494246962635536,ACTL6B;ESRRB;BRD9;BCL7B;SMARCA4;SAP30L;SUDS3;ING2;SF3B3
GO_Biological_Process_2023__Regulation Of Myoblast Differentiation (GO:0045661),0.016,0.6735563394294773,1.4073511646749703,0.693896559061591,ACTL6B;BRD7;RANBP3L;SMARCA4;EID2B;SMARCD3;SMARCC2;ARID2;LRRC8A
GO_Biological_Process_2023__Glycerophospholipid Biosynthetic Process (GO:0046474),0.016,0.6574640445370385,1.406846074421,0.6841633524811225,LIPI;ETNK1;PIP5K1C;MUC1;CDIPT;VAC14;LCAT;CLN3;DGKB;LPCAT2
GO_Biological_Process_2023__Regulation Of Fat Cell Differentiation (GO:0045598),0.016,0.6055171601390021,1.471603514319367,0.7234148083825823,WNT1;WNT10B;BBS12;FTO;SIRT2
GO_Biological_Process_2023__Chloride Transport (GO:0006821),0.016,0.6428850872289827,1.4243397532873219,0.6967777931336661,GLRA1;CFTR;GABRB2;GABRA3;SLC5A8;GABRA1;ANO4;SLC12A9;GABRG1;SLC1A3;CLCN7;LRRC8A;CLIC5;SLC12A8;CLIC2;GLRA2;GABRG2;ANO6;SLC4A8;CLCN4;SLC12A5
GO_Biological_Process_2023__Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0030071),0.016016016016016016,0.6469609194320691,1.4420022731183781,0.7103842332409614,ACTL6B;RIOK2;BRD7;BCL7B;ANAPC5;SMARCA4;SMARCD3;DPF1;SMARCC2;NSMCE2;NEK6;LCMT1;ARID2;CDC23
GO_Biological_Process_2023__Hematopoietic Progenitor Cell Differentiation (GO:0002244),0.016112789526686808,0.5895396135107568,1.4828844680268598,0.7372042721808051,SP7;LMBR1L;ARMC6;MEOX1;SBDS
GO_Biological_Process_2023__Positive Regulation Of Morphogenesis Of An Epithelium (GO:1905332),0.016210739614994935,0.5952024773555709,1.4830602230950929,0.7456607884411397,WNT5B;GDNF;EGF;PAX2
GO_Molecular_Function_2023__Growth Factor Activity (GO:0008083),0.017,0.6496819374149595,1.4185534057349476,0.693798358329955,FGF17;GDNF;ENDOU;FGF21;FGF18;DKK1;EGF;FGF10
GO_Biological_Process_2023__Antimicrobial Humoral Response (GO:0019730),0.017,0.6562235824028897,1.4119382504583826,0.6832456018267162,DEFA4;SLPI;SEMG1;PGLYRP1;PLA2G1B;JCHAIN;WFDC12;TSLP;WFDC5;NRG1;GALP;PF4V1;DEFB126
GO_Biological_Process_2023__Positive Regulation Of Myoblast Differentiation (GO:0045663),0.017034068136272545,0.6388283606862618,1.4413613912027783,0.7180919017715713,ACTL6B;BRD7;RANBP3L;SMARCA4;SMARCD3;SMARCC2;ARID2;LRRC8A
GO_Biological_Process_2023__Monoatomic Anion Transport (GO:0006820),0.017034068136272545,0.6509342485767087,1.442371565372585,0.713115741818782,GLRA1;SLC5A8
GO_Biological_Process_2023__Regulation Of G0 To G1 Transition (GO:0070316),0.017051153460381142,0.5197936209194848,1.5211451475491167,0.7614319922049292,ACTL6B;BRD7;RHNO1;BCL7B;SMARCA4;SMARCD3;DPF1;SMARCC2
GO_Biological_Process_2023__Defense Response To Gram-positive Bacterium (GO:0050830),0.018,0.6446750768854779,1.4165716297682651,0.6872655297004028,DEFA4;PGLYRP1;PLA2G1B;DROSHA;FCN2
